"region";"civilstånd";"ålder";"kön";"2014"
"13 Hallands län";"skilda";"20-24 år";"kvinnor";28
"13 Hallands län";"skilda";"25-29 år";"män";93
"13 Hallands län";"skilda";"25-29 år";"kvinnor";208
"13 Hallands län";"skilda";"30-34 år";"män";254
"13 Hallands län";"skilda";"30-34 år";"kvinnor";402
"13 Hallands län";"skilda";"35-39 år";"män";460
"13 Hallands län";"skilda";"35-39 år";"kvinnor";649
"13 Hallands län";"skilda";"40-44 år";"män";779
"13 Hallands län";"skilda";"40-44 år";"kvinnor";1160
"13 Hallands län";"skilda";"45-49 år";"män";1368
"13 Hallands län";"skilda";"45-49 år";"kvinnor";1787
"13 Hallands län";"skilda";"50-54 år";"män";1606
"13 Hallands län";"skilda";"50-54 år";"kvinnor";1997
"13 Hallands län";"skilda";"55-59 år";"män";1680
"13 Hallands län";"skilda";"55-59 år";"kvinnor";1927
"13 Hallands län";"skilda";"60-64 år";"män";1557
"13 Hallands län";"skilda";"60-64 år";"kvinnor";1851
"13 Hallands län";"skilda";"65-69 år";"män";1642
"13 Hallands län";"skilda";"65-69 år";"kvinnor";2062
"13 Hallands län";"skilda";"70-74 år";"män";1293
"13 Hallands län";"skilda";"70-74 år";"kvinnor";1531
"13 Hallands län";"skilda";"75-79 år";"män";758
"13 Hallands län";"skilda";"75-79 år";"kvinnor";947
"13 Hallands län";"skilda";"80-84 år";"män";365
"13 Hallands län";"skilda";"80-84 år";"kvinnor";591
"13 Hallands län";"skilda";"85-89 år";"män";157
"13 Hallands län";"skilda";"85-89 år";"kvinnor";298
"13 Hallands län";"skilda";"90-94 år";"män";52
"13 Hallands län";"skilda";"90-94 år";"kvinnor";132
"13 Hallands län";"skilda";"95-99 år";"män";7
"13 Hallands län";"skilda";"95-99 år";"kvinnor";22
"13 Hallands län";"skilda";"100+ år";"män";0
"13 Hallands län";"skilda";"100+ år";"kvinnor";1
"13 Hallands län";"änkor/änklingar";"0-4 år";"män";0
"13 Hallands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"13 Hallands län";"änkor/änklingar";"5-9 år";"män";0
"13 Hallands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"13 Hallands län";"änkor/änklingar";"10-14 år";"män";0
"13 Hallands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"13 Hallands län";"änkor/änklingar";"15-19 år";"män";0
"13 Hallands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"13 Hallands län";"änkor/änklingar";"20-24 år";"män";0
"13 Hallands län";"änkor/änklingar";"20-24 år";"kvinnor";0
"13 Hallands län";"änkor/änklingar";"25-29 år";"män";1
"13 Hallands län";"änkor/änklingar";"25-29 år";"kvinnor";4
"13 Hallands län";"änkor/änklingar";"30-34 år";"män";3
"13 Hallands län";"änkor/änklingar";"30-34 år";"kvinnor";15
"13 Hallands län";"änkor/änklingar";"35-39 år";"män";6
"13 Hallands län";"änkor/änklingar";"35-39 år";"kvinnor";21
"13 Hallands län";"änkor/änklingar";"40-44 år";"män";19
"13 Hallands län";"änkor/änklingar";"40-44 år";"kvinnor";37
"13 Hallands län";"änkor/änklingar";"45-49 år";"män";30
"13 Hallands län";"änkor/änklingar";"45-49 år";"kvinnor";71
"13 Hallands län";"änkor/änklingar";"50-54 år";"män";42
"13 Hallands län";"änkor/änklingar";"50-54 år";"kvinnor";164
"13 Hallands län";"änkor/änklingar";"55-59 år";"män";91
"13 Hallands län";"änkor/änklingar";"55-59 år";"kvinnor";281
"13 Hallands län";"änkor/änklingar";"60-64 år";"män";178
"13 Hallands län";"änkor/änklingar";"60-64 år";"kvinnor";515
"13 Hallands län";"änkor/änklingar";"65-69 år";"män";374
"13 Hallands län";"änkor/änklingar";"65-69 år";"kvinnor";998
"13 Hallands län";"änkor/änklingar";"70-74 år";"män";484
"13 Hallands län";"änkor/änklingar";"70-74 år";"kvinnor";1381
"13 Hallands län";"änkor/änklingar";"75-79 år";"män";533
"13 Hallands län";"änkor/änklingar";"75-79 år";"kvinnor";1881
"13 Hallands län";"änkor/änklingar";"80-84 år";"män";602
"13 Hallands län";"änkor/änklingar";"80-84 år";"kvinnor";2314
"13 Hallands län";"änkor/änklingar";"85-89 år";"män";601
"13 Hallands län";"änkor/änklingar";"85-89 år";"kvinnor";2288
"13 Hallands län";"änkor/änklingar";"90-94 år";"män";387
"13 Hallands län";"änkor/änklingar";"90-94 år";"kvinnor";1454
"13 Hallands län";"änkor/änklingar";"95-99 år";"män";83
"13 Hallands län";"änkor/änklingar";"95-99 år";"kvinnor";341
"13 Hallands län";"änkor/änklingar";"100+ år";"män";9
"13 Hallands län";"änkor/änklingar";"100+ år";"kvinnor";46
"14 Västra Götalands län";"ogifta";"0-4 år";"män";50798
"14 Västra Götalands län";"ogifta";"0-4 år";"kvinnor";47771
"14 Västra Götalands län";"ogifta";"5-9 år";"män";48840
"14 Västra Götalands län";"ogifta";"5-9 år";"kvinnor";46104
"14 Västra Götalands län";"ogifta";"10-14 år";"män";44641
"14 Västra Götalands län";"ogifta";"10-14 år";"kvinnor";42180
"14 Västra Götalands län";"ogifta";"15-19 år";"män";45747
"14 Västra Götalands län";"ogifta";"15-19 år";"kvinnor";42710
"14 Västra Götalands län";"ogifta";"20-24 år";"män";57829
"14 Västra Götalands län";"ogifta";"20-24 år";"kvinnor";53351
"14 Västra Götalands län";"ogifta";"25-29 år";"män";50646
"14 Västra Götalands län";"ogifta";"25-29 år";"kvinnor";42882
"14 Västra Götalands län";"ogifta";"30-34 år";"män";35467
"14 Västra Götalands län";"ogifta";"30-34 år";"kvinnor";27261
"14 Västra Götalands län";"ogifta";"35-39 år";"män";25611
"14 Västra Götalands län";"ogifta";"35-39 år";"kvinnor";19362
"14 Västra Götalands län";"ogifta";"40-44 år";"män";22067
"14 Västra Götalands län";"ogifta";"40-44 år";"kvinnor";16980
"14 Västra Götalands län";"ogifta";"45-49 år";"män";20205
"14 Västra Götalands län";"ogifta";"45-49 år";"kvinnor";15752
"14 Västra Götalands län";"ogifta";"50-54 år";"män";16274
"14 Västra Götalands län";"ogifta";"50-54 år";"kvinnor";12586
"14 Västra Götalands län";"ogifta";"55-59 år";"män";12462
"14 Västra Götalands län";"ogifta";"55-59 år";"kvinnor";9311
"14 Västra Götalands län";"ogifta";"60-64 år";"män";9214
"14 Västra Götalands län";"ogifta";"60-64 år";"kvinnor";6685
"14 Västra Götalands län";"ogifta";"65-69 år";"män";7089
"14 Västra Götalands län";"ogifta";"65-69 år";"kvinnor";4723
"14 Västra Götalands län";"ogifta";"70-74 år";"män";3862
"14 Västra Götalands län";"ogifta";"70-74 år";"kvinnor";2643
"14 Västra Götalands län";"ogifta";"75-79 år";"män";2154
"14 Västra Götalands län";"ogifta";"75-79 år";"kvinnor";1589
"14 Västra Götalands län";"ogifta";"80-84 år";"män";1275
"14 Västra Götalands län";"ogifta";"80-84 år";"kvinnor";1229
"14 Västra Götalands län";"ogifta";"85-89 år";"män";757
"14 Västra Götalands län";"ogifta";"85-89 år";"kvinnor";876
"14 Västra Götalands län";"ogifta";"90-94 år";"män";260
"14 Västra Götalands län";"ogifta";"90-94 år";"kvinnor";523
"14 Västra Götalands län";"ogifta";"95-99 år";"män";42
"14 Västra Götalands län";"ogifta";"95-99 år";"kvinnor";133
"14 Västra Götalands län";"ogifta";"100+ år";"män";5
"14 Västra Götalands län";"ogifta";"100+ år";"kvinnor";22
"14 Västra Götalands län";"gifta";"0-4 år";"män";0
"14 Västra Götalands län";"gifta";"0-4 år";"kvinnor";0
"14 Västra Götalands län";"gifta";"5-9 år";"män";0
"14 Västra Götalands län";"gifta";"5-9 år";"kvinnor";0
"14 Västra Götalands län";"gifta";"10-14 år";"män";0
"14 Västra Götalands län";"gifta";"10-14 år";"kvinnor";0
"14 Västra Götalands län";"gifta";"15-19 år";"män";27
"14 Västra Götalands län";"gifta";"15-19 år";"kvinnor";144
"14 Västra Götalands län";"gifta";"20-24 år";"män";1113
"14 Västra Götalands län";"gifta";"20-24 år";"kvinnor";3032
"14 Västra Götalands län";"gifta";"25-29 år";"män";6882
"14 Västra Götalands län";"gifta";"25-29 år";"kvinnor";11435
"14 Västra Götalands län";"gifta";"30-34 år";"män";16145
"14 Västra Götalands län";"gifta";"30-34 år";"kvinnor";20660
"14 Västra Götalands län";"gifta";"35-39 år";"män";23034
"14 Västra Götalands län";"gifta";"35-39 år";"kvinnor";25616
"14 Västra Götalands län";"gifta";"40-44 år";"män";27493
"14 Västra Götalands län";"gifta";"40-44 år";"kvinnor";29034
"14 Västra Götalands län";"gifta";"45-49 år";"män";29159
"14 Västra Götalands län";"gifta";"45-49 år";"kvinnor";29096
"14 Västra Götalands län";"gifta";"50-54 år";"män";27239
"14 Västra Götalands län";"gifta";"50-54 år";"kvinnor";27096
"14 Västra Götalands län";"gifta";"55-59 år";"män";26939
"14 Västra Götalands län";"gifta";"55-59 år";"kvinnor";26777
"14 Västra Götalands län";"gifta";"60-64 år";"män";27528
"14 Västra Götalands län";"gifta";"60-64 år";"kvinnor";27225
"14 Västra Götalands län";"gifta";"65-69 år";"män";30633
"14 Västra Götalands län";"gifta";"65-69 år";"kvinnor";28396
"14 Västra Götalands län";"gifta";"70-74 år";"män";24803
"14 Västra Götalands län";"gifta";"70-74 år";"kvinnor";21330
"14 Västra Götalands län";"gifta";"75-79 år";"män";16740
"14 Västra Götalands län";"gifta";"75-79 år";"kvinnor";13673
"14 Västra Götalands län";"gifta";"80-84 år";"män";10847
"14 Västra Götalands län";"gifta";"80-84 år";"kvinnor";7653
"14 Västra Götalands län";"gifta";"85-89 år";"män";5506
"14 Västra Götalands län";"gifta";"85-89 år";"kvinnor";3208
"14 Västra Götalands län";"gifta";"90-94 år";"män";1689
"14 Västra Götalands län";"gifta";"90-94 år";"kvinnor";683
"14 Västra Götalands län";"gifta";"95-99 år";"män";181
"14 Västra Götalands län";"gifta";"95-99 år";"kvinnor";75
"14 Västra Götalands län";"gifta";"100+ år";"män";12
"14 Västra Götalands län";"gifta";"100+ år";"kvinnor";4
"14 Västra Götalands län";"skilda";"0-4 år";"män";0
"14 Västra Götalands län";"skilda";"0-4 år";"kvinnor";0
"14 Västra Götalands län";"skilda";"5-9 år";"män";0
"14 Västra Götalands län";"skilda";"5-9 år";"kvinnor";0
"14 Västra Götalands län";"skilda";"10-14 år";"män";0
"14 Västra Götalands län";"skilda";"10-14 år";"kvinnor";0
"14 Västra Götalands län";"skilda";"15-19 år";"män";0
"14 Västra Götalands län";"skilda";"15-19 år";"kvinnor";0
"14 Västra Götalands län";"skilda";"20-24 år";"män";105
"14 Västra Götalands län";"skilda";"20-24 år";"kvinnor";334
"14 Västra Götalands län";"skilda";"25-29 år";"män";805
"14 Västra Götalands län";"skilda";"25-29 år";"kvinnor";1607
"14 Västra Götalands län";"skilda";"30-34 år";"män";2013
"14 Västra Götalands län";"skilda";"30-34 år";"kvinnor";3033
"14 Västra Götalands län";"skilda";"35-39 år";"män";3225
"14 Västra Götalands län";"skilda";"35-39 år";"kvinnor";4557
"14 Västra Götalands län";"skilda";"40-44 år";"män";4868
"14 Västra Götalands län";"skilda";"40-44 år";"kvinnor";6663
"14 Västra Götalands län";"skilda";"45-49 år";"män";7532
"14 Västra Götalands län";"skilda";"45-49 år";"kvinnor";9906
"14 Västra Götalands län";"skilda";"50-54 år";"män";9063
"14 Västra Götalands län";"skilda";"50-54 år";"kvinnor";10936
"14 Västra Götalands län";"skilda";"55-59 år";"män";9135
"14 Västra Götalands län";"skilda";"55-59 år";"kvinnor";10827
"14 Västra Götalands län";"skilda";"60-64 år";"män";8765
"14 Västra Götalands län";"skilda";"60-64 år";"kvinnor";10329
"14 Västra Götalands län";"skilda";"65-69 år";"män";8969
"14 Västra Götalands län";"skilda";"65-69 år";"kvinnor";10891
"14 Västra Götalands län";"skilda";"70-74 år";"män";6645
"14 Västra Götalands län";"skilda";"70-74 år";"kvinnor";8392
"14 Västra Götalands län";"skilda";"75-79 år";"män";3967
"14 Västra Götalands län";"skilda";"75-79 år";"kvinnor";5262
"14 Västra Götalands län";"skilda";"80-84 år";"män";2069
"14 Västra Götalands län";"skilda";"80-84 år";"kvinnor";3493
"14 Västra Götalands län";"skilda";"85-89 år";"män";929
"14 Västra Götalands län";"skilda";"85-89 år";"kvinnor";1800
"14 Västra Götalands län";"skilda";"90-94 år";"män";234
"14 Västra Götalands län";"skilda";"90-94 år";"kvinnor";713
"14 Västra Götalands län";"skilda";"95-99 år";"män";30
"14 Västra Götalands län";"skilda";"95-99 år";"kvinnor";122
"14 Västra Götalands län";"skilda";"100+ år";"män";4
"14 Västra Götalands län";"skilda";"100+ år";"kvinnor";14
"14 Västra Götalands län";"änkor/änklingar";"0-4 år";"män";0
"14 Västra Götalands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"14 Västra Götalands län";"änkor/änklingar";"5-9 år";"män";0
"14 Västra Götalands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"14 Västra Götalands län";"änkor/änklingar";"10-14 år";"män";0
"14 Västra Götalands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"14 Västra Götalands län";"änkor/änklingar";"15-19 år";"män";0
"14 Västra Götalands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"14 Västra Götalands län";"änkor/änklingar";"20-24 år";"män";4
"14 Västra Götalands län";"änkor/änklingar";"20-24 år";"kvinnor";10
"14 Västra Götalands län";"änkor/änklingar";"25-29 år";"män";16
"14 Västra Götalands län";"änkor/änklingar";"25-29 år";"kvinnor";51
"14 Västra Götalands län";"änkor/änklingar";"30-34 år";"män";30
"14 Västra Götalands län";"änkor/änklingar";"30-34 år";"kvinnor";79
"14 Västra Götalands län";"änkor/änklingar";"35-39 år";"män";52
"14 Västra Götalands län";"änkor/änklingar";"35-39 år";"kvinnor";162
"14 Västra Götalands län";"änkor/änklingar";"40-44 år";"män";92
"14 Västra Götalands län";"änkor/änklingar";"40-44 år";"kvinnor";274
"14 Västra Götalands län";"änkor/änklingar";"45-49 år";"män";174
"14 Västra Götalands län";"änkor/änklingar";"45-49 år";"kvinnor";559
"14 Västra Götalands län";"änkor/änklingar";"50-54 år";"män";278
"14 Västra Götalands län";"änkor/änklingar";"50-54 år";"kvinnor";802
"14 Västra Götalands län";"änkor/änklingar";"55-59 år";"män";452
"14 Västra Götalands län";"änkor/änklingar";"55-59 år";"kvinnor";1481
"14 Västra Götalands län";"änkor/änklingar";"60-64 år";"män";806
"14 Västra Götalands län";"änkor/änklingar";"60-64 år";"kvinnor";2588
"14 Västra Götalands län";"änkor/änklingar";"65-69 år";"män";1716
"14 Västra Götalands län";"änkor/änklingar";"65-69 år";"kvinnor";4769
"14 Västra Götalands län";"änkor/änklingar";"70-74 år";"män";2292
"14 Västra Götalands län";"änkor/änklingar";"70-74 år";"kvinnor";6750
"14 Västra Götalands län";"änkor/änklingar";"75-79 år";"män";2604
"14 Västra Götalands län";"änkor/änklingar";"75-79 år";"kvinnor";8674
"14 Västra Götalands län";"änkor/änklingar";"80-84 år";"män";2999
"14 Västra Götalands län";"änkor/änklingar";"80-84 år";"kvinnor";11197
"14 Västra Götalands län";"änkor/änklingar";"85-89 år";"män";2829
"14 Västra Götalands län";"änkor/änklingar";"85-89 år";"kvinnor";10892
"14 Västra Götalands län";"änkor/änklingar";"90-94 år";"män";1818
"14 Västra Götalands län";"änkor/änklingar";"90-94 år";"kvinnor";6828
"14 Västra Götalands län";"änkor/änklingar";"95-99 år";"män";418
"14 Västra Götalands län";"änkor/änklingar";"95-99 år";"kvinnor";1785
"14 Västra Götalands län";"änkor/änklingar";"100+ år";"män";47
"14 Västra Götalands län";"änkor/änklingar";"100+ år";"kvinnor";222
"17 Värmlands län";"ogifta";"0-4 år";"män";7276
"17 Värmlands län";"ogifta";"0-4 år";"kvinnor";7048
"17 Värmlands län";"ogifta";"5-9 år";"män";7347
"17 Värmlands län";"ogifta";"5-9 år";"kvinnor";6906
"17 Värmlands län";"ogifta";"10-14 år";"män";7133
"17 Värmlands län";"ogifta";"10-14 år";"kvinnor";6632
"17 Värmlands län";"ogifta";"15-19 år";"män";7698
"17 Värmlands län";"ogifta";"15-19 år";"kvinnor";7350
"17 Värmlands län";"ogifta";"20-24 år";"män";9755
"17 Värmlands län";"ogifta";"20-24 år";"kvinnor";8626
"17 Värmlands län";"ogifta";"25-29 år";"män";7589
"17 Värmlands län";"ogifta";"25-29 år";"kvinnor";6108
"17 Värmlands län";"ogifta";"30-34 år";"män";5259
"17 Värmlands län";"ogifta";"30-34 år";"kvinnor";4057
"17 Värmlands län";"ogifta";"35-39 år";"män";4226
"17 Värmlands län";"ogifta";"35-39 år";"kvinnor";3250
"17 Värmlands län";"ogifta";"40-44 år";"män";4239
"17 Värmlands län";"ogifta";"40-44 år";"kvinnor";3343
"17 Värmlands län";"ogifta";"45-49 år";"män";4267
"17 Värmlands län";"ogifta";"45-49 år";"kvinnor";3201
"17 Värmlands län";"ogifta";"50-54 år";"män";3493
"17 Värmlands län";"ogifta";"50-54 år";"kvinnor";2571
"17 Värmlands län";"ogifta";"55-59 år";"män";2751
"17 Värmlands län";"ogifta";"55-59 år";"kvinnor";2030
"17 Värmlands län";"ogifta";"60-64 år";"män";2203
"17 Värmlands län";"ogifta";"60-64 år";"kvinnor";1589
"17 Värmlands län";"ogifta";"65-69 år";"män";1730
"17 Värmlands län";"ogifta";"65-69 år";"kvinnor";1171
"17 Värmlands län";"ogifta";"70-74 år";"män";975
"17 Värmlands län";"ogifta";"70-74 år";"kvinnor";600
"17 Värmlands län";"ogifta";"75-79 år";"män";538
"17 Värmlands län";"ogifta";"75-79 år";"kvinnor";389
"17 Värmlands län";"ogifta";"80-84 år";"män";356
"17 Värmlands län";"ogifta";"80-84 år";"kvinnor";289
"17 Värmlands län";"ogifta";"85-89 år";"män";192
"17 Värmlands län";"ogifta";"85-89 år";"kvinnor";189
"17 Värmlands län";"ogifta";"90-94 år";"män";52
"17 Värmlands län";"ogifta";"90-94 år";"kvinnor";83
"17 Värmlands län";"ogifta";"95-99 år";"män";9
"17 Värmlands län";"ogifta";"95-99 år";"kvinnor";18
"17 Värmlands län";"ogifta";"100+ år";"män";1
"17 Värmlands län";"ogifta";"100+ år";"kvinnor";3
"17 Värmlands län";"gifta";"0-4 år";"män";0
"17 Värmlands län";"gifta";"0-4 år";"kvinnor";0
"17 Värmlands län";"gifta";"5-9 år";"män";0
"17 Värmlands län";"gifta";"5-9 år";"kvinnor";0
"17 Värmlands län";"gifta";"10-14 år";"män";0
"17 Värmlands län";"gifta";"10-14 år";"kvinnor";0
"17 Värmlands län";"gifta";"15-19 år";"män";2
"17 Värmlands län";"gifta";"15-19 år";"kvinnor";20
"17 Värmlands län";"gifta";"20-24 år";"män";137
"17 Värmlands län";"gifta";"20-24 år";"kvinnor";358
"17 Värmlands län";"gifta";"25-29 år";"män";826
"17 Värmlands län";"gifta";"25-29 år";"kvinnor";1373
"17 Värmlands län";"gifta";"30-34 år";"män";1851
"17 Värmlands län";"gifta";"30-34 år";"kvinnor";2491
"17 Värmlands län";"gifta";"35-39 år";"män";2796
"17 Värmlands län";"gifta";"35-39 år";"kvinnor";3162
"17 Värmlands län";"gifta";"40-44 år";"män";3756
"17 Värmlands län";"gifta";"40-44 år";"kvinnor";3963
"17 Värmlands län";"gifta";"45-49 år";"män";4242
"17 Värmlands län";"gifta";"45-49 år";"kvinnor";4348
"17 Värmlands län";"gifta";"50-54 år";"män";4133
"17 Värmlands län";"gifta";"50-54 år";"kvinnor";4279
"17 Värmlands län";"gifta";"55-59 år";"män";4480
"17 Värmlands län";"gifta";"55-59 år";"kvinnor";4742
"17 Värmlands län";"gifta";"60-64 år";"män";4902
"17 Värmlands län";"gifta";"60-64 år";"kvinnor";5064
"17 Värmlands län";"gifta";"65-69 år";"män";5904
"17 Värmlands län";"gifta";"65-69 år";"kvinnor";5454
"17 Värmlands län";"gifta";"70-74 år";"män";4705
"17 Värmlands län";"gifta";"70-74 år";"kvinnor";4231
"17 Värmlands län";"gifta";"75-79 år";"män";3284
"17 Värmlands län";"gifta";"75-79 år";"kvinnor";2750
"17 Värmlands län";"gifta";"80-84 år";"män";2270
"17 Värmlands län";"gifta";"80-84 år";"kvinnor";1526
"17 Värmlands län";"gifta";"85-89 år";"män";1126
"17 Värmlands län";"gifta";"85-89 år";"kvinnor";610
"17 Värmlands län";"gifta";"90-94 år";"män";347
"17 Värmlands län";"gifta";"90-94 år";"kvinnor";117
"17 Värmlands län";"gifta";"95-99 år";"män";29
"17 Värmlands län";"gifta";"95-99 år";"kvinnor";8
"17 Värmlands län";"gifta";"100+ år";"män";1
"17 Värmlands län";"gifta";"100+ år";"kvinnor";0
"17 Värmlands län";"skilda";"0-4 år";"män";0
"17 Värmlands län";"skilda";"0-4 år";"kvinnor";0
"17 Värmlands län";"skilda";"5-9 år";"män";0
"17 Värmlands län";"skilda";"5-9 år";"kvinnor";0
"17 Värmlands län";"skilda";"10-14 år";"män";0
"17 Värmlands län";"skilda";"10-14 år";"kvinnor";0
"17 Värmlands län";"skilda";"15-19 år";"män";1
"17 Värmlands län";"skilda";"15-19 år";"kvinnor";0
"17 Värmlands län";"skilda";"20-24 år";"män";13
"17 Värmlands län";"skilda";"20-24 år";"kvinnor";39
"17 Värmlands län";"skilda";"25-29 år";"män";86
"17 Värmlands län";"skilda";"25-29 år";"kvinnor";158
"17 Värmlands län";"skilda";"30-34 år";"män";207
"17 Värmlands län";"skilda";"30-34 år";"kvinnor";358
"17 Värmlands län";"skilda";"35-39 år";"män";380
"17 Värmlands län";"skilda";"35-39 år";"kvinnor";533
"17 Värmlands län";"skilda";"40-44 år";"män";711
"17 Värmlands län";"skilda";"40-44 år";"kvinnor";1035
"17 Värmlands län";"skilda";"45-49 år";"män";1157
"17 Värmlands län";"skilda";"45-49 år";"kvinnor";1521
"17 Värmlands län";"skilda";"50-54 år";"män";1485
"17 Värmlands län";"skilda";"50-54 år";"kvinnor";1777
"17 Värmlands län";"skilda";"55-59 år";"män";1665
"17 Värmlands län";"skilda";"55-59 år";"kvinnor";1856
"17 Värmlands län";"skilda";"60-64 år";"män";1771
"17 Värmlands län";"skilda";"60-64 år";"kvinnor";1844
"17 Värmlands län";"skilda";"65-69 år";"män";1762
"17 Värmlands län";"skilda";"65-69 år";"kvinnor";1967
"17 Värmlands län";"skilda";"70-74 år";"män";1371
"17 Värmlands län";"skilda";"70-74 år";"kvinnor";1667
"17 Värmlands län";"skilda";"75-79 år";"män";873
"17 Värmlands län";"skilda";"75-79 år";"kvinnor";1084
"17 Värmlands län";"skilda";"80-84 år";"män";454
"17 Värmlands län";"skilda";"80-84 år";"kvinnor";676
"17 Värmlands län";"skilda";"85-89 år";"män";230
"17 Värmlands län";"skilda";"85-89 år";"kvinnor";383
"17 Värmlands län";"skilda";"90-94 år";"män";68
"17 Värmlands län";"skilda";"90-94 år";"kvinnor";132
"17 Värmlands län";"skilda";"95-99 år";"män";5
"17 Värmlands län";"skilda";"95-99 år";"kvinnor";32
"17 Värmlands län";"skilda";"100+ år";"män";0
"17 Värmlands län";"skilda";"100+ år";"kvinnor";6
"17 Värmlands län";"änkor/änklingar";"0-4 år";"män";0
"17 Värmlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"17 Värmlands län";"änkor/änklingar";"5-9 år";"män";0
"17 Värmlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"17 Värmlands län";"änkor/änklingar";"10-14 år";"män";0
"17 Värmlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"17 Värmlands län";"änkor/änklingar";"15-19 år";"män";0
"17 Värmlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"17 Värmlands län";"änkor/änklingar";"20-24 år";"män";0
"17 Värmlands län";"änkor/änklingar";"20-24 år";"kvinnor";1
"17 Värmlands län";"änkor/änklingar";"25-29 år";"män";0
"17 Värmlands län";"änkor/änklingar";"25-29 år";"kvinnor";5
"17 Värmlands län";"änkor/änklingar";"30-34 år";"män";6
"17 Värmlands län";"änkor/änklingar";"30-34 år";"kvinnor";15
"17 Värmlands län";"änkor/änklingar";"35-39 år";"män";9
"17 Värmlands län";"änkor/änklingar";"35-39 år";"kvinnor";21
"17 Värmlands län";"änkor/änklingar";"40-44 år";"män";19
"17 Värmlands län";"änkor/änklingar";"40-44 år";"kvinnor";60
"17 Värmlands län";"änkor/änklingar";"45-49 år";"män";29
"17 Värmlands län";"änkor/änklingar";"45-49 år";"kvinnor";79
"17 Värmlands län";"änkor/änklingar";"50-54 år";"män";46
"17 Värmlands län";"änkor/änklingar";"50-54 år";"kvinnor";148
"17 Värmlands län";"änkor/änklingar";"55-59 år";"män";78
"17 Värmlands län";"änkor/änklingar";"55-59 år";"kvinnor";247
"17 Värmlands län";"änkor/änklingar";"60-64 år";"män";146
"17 Värmlands län";"änkor/änklingar";"60-64 år";"kvinnor";466
"17 Värmlands län";"änkor/änklingar";"65-69 år";"män";344
"17 Värmlands län";"änkor/änklingar";"65-69 år";"kvinnor";922
"17 Värmlands län";"änkor/änklingar";"70-74 år";"män";437
"17 Värmlands län";"änkor/änklingar";"70-74 år";"kvinnor";1448
"17 Värmlands län";"änkor/änklingar";"75-79 år";"män";583
"17 Värmlands län";"änkor/änklingar";"75-79 år";"kvinnor";2030
"17 Värmlands län";"änkor/änklingar";"80-84 år";"män";615
"17 Värmlands län";"änkor/änklingar";"80-84 år";"kvinnor";2591
"17 Värmlands län";"änkor/änklingar";"85-89 år";"män";602
"17 Värmlands län";"änkor/änklingar";"85-89 år";"kvinnor";2419
"17 Värmlands län";"änkor/änklingar";"90-94 år";"män";362
"17 Värmlands län";"änkor/änklingar";"90-94 år";"kvinnor";1396
"17 Värmlands län";"änkor/änklingar";"95-99 år";"män";71
"17 Värmlands län";"änkor/änklingar";"95-99 år";"kvinnor";323
"17 Värmlands län";"änkor/änklingar";"100+ år";"män";5
"17 Värmlands län";"änkor/änklingar";"100+ år";"kvinnor";32
"18 Örebro län";"ogifta";"0-4 år";"män";8742
"18 Örebro län";"ogifta";"0-4 år";"kvinnor";8195
"18 Örebro län";"ogifta";"5-9 år";"män";8438
"18 Örebro län";"ogifta";"5-9 år";"kvinnor";7965
"18 Örebro län";"ogifta";"10-14 år";"män";7982
"18 Örebro län";"ogifta";"10-14 år";"kvinnor";7479
"18 Örebro län";"ogifta";"15-19 år";"män";8600
"18 Örebro län";"ogifta";"15-19 år";"kvinnor";7927
"18 Örebro län";"ogifta";"20-24 år";"män";10196
"18 Örebro län";"ogifta";"20-24 år";"kvinnor";9544
"18 Örebro län";"ogifta";"25-29 år";"män";8163
"18 Örebro län";"ogifta";"25-29 år";"kvinnor";6846
"18 Örebro län";"ogifta";"30-34 år";"män";5552
"18 Örebro län";"ogifta";"30-34 år";"kvinnor";4280
"18 Örebro län";"ogifta";"35-39 år";"män";4334
"18 Örebro län";"ogifta";"35-39 år";"kvinnor";3330
"18 Örebro län";"ogifta";"40-44 år";"män";4019
"18 Örebro län";"ogifta";"40-44 år";"kvinnor";3269
"18 Örebro län";"ogifta";"45-49 år";"män";3792
"18 Örebro län";"ogifta";"45-49 år";"kvinnor";2912
"18 Örebro län";"ogifta";"50-54 år";"män";3101
"18 Örebro län";"ogifta";"50-54 år";"kvinnor";2401
"18 Örebro län";"ogifta";"55-59 år";"män";2373
"18 Örebro län";"ogifta";"55-59 år";"kvinnor";1827
"18 Örebro län";"ogifta";"60-64 år";"män";1912
"18 Örebro län";"ogifta";"60-64 år";"kvinnor";1421
"18 Örebro län";"ogifta";"65-69 år";"män";1569
"18 Örebro län";"ogifta";"65-69 år";"kvinnor";1048
"18 Örebro län";"ogifta";"70-74 år";"män";882
"18 Örebro län";"ogifta";"70-74 år";"kvinnor";565
